Job Id,Job Role,Industry,Company Name,Location,Salary (INR),Experience Required (years),Qualification,Employment Type,Skills,Posted Date,Source,Work Mode,Job Rating,Total Job Openings,Applications Received,Candidates Hired,Male Candidates,Female Candidates,Other Gender Candidates,Skill Demand Score,Skill Supply Score,Skill Gap,In-demand Skills,Gender Pay Gap (%),Employee Satisfaction Score (%),Reasons for Job Switch,Average Employee Retention (Years),Turnover Rate (%),Employee Benefits,Bonuses & Benefits Included?,Employment Rate (%),Unemployment Rate (%),Total Employees in Company,Mandatory Hours per Week,Burnout Risk,Number of Certifications,Years in Industry
ADO-CYB-9113,Cybersecurity Analyst,Marketing,Adobe,"Bangalore, India",1496672,11,B.Sc,Contract,"Java, Python",11-06-2018,Indeed,Hybrid,3.2,3,406,2,1,1,0,70,75,-5,"Python, SEO",14,83,Culture,2.7,17,"WFH, Insurance",Yes,83,17,151910,36,Low,1,1
AMA-MAR-8651,Marketing Manager,Retail,Amazon,"Sydney, Australia",819299,0,MBA,Internship,"Java, HR Policies",07-09-2016,Shine,Onsite,3.4,4,117,2,2,0,0,84,86,-2,"SQL, SEO",9,71,Work-life balance,4.3,20,"WFH, Insurance",No,81,19,101148,44,Low,5,2
PFI-BIO-2356,Biotech Researcher,Biotechnology,Pfizer,"Sydney, Australia",1589824,11,B.Com,Part-time,"Java, HR Policies",28-06-2019,Naukri,Hybrid,4.1,9,321,4,4,0,0,86,57,29,"Power BI, SEO",9,75,Work-life balance,4,13,"WFH, Insurance",Yes,75,25,82855,45,Low,4,2
SAM-DAT-5187,Data Scientist,Biotechnology,Samsung,"Toronto, Canada",1687874,5,M.Sc,Internship,"Machine Learning, SEO",20-04-2017,Indeed,Hybrid,4.2,8,488,3,2,1,0,60,77,-17,"Java, Photoshop",6,82,Job Security,4.8,15,"Bonuses, Perks",Yes,88,12,219855,39,Medium,4,6
AMA-SOF-2119,Software Engineer,Design,Amazon,"Dubai, UAE",2194329,6,M.Com,Internship,"React, SQL",14-08-2014,Shine,Remote,4,5,310,1,1,0,0,83,69,14,"Java, Photoshop",8,86,Job Security,4,19,"WFH, Insurance",No,82,18,125154,36,Low,1,4
ADO-MEC-5876,Mechanical Engineer,Healthcare,Adobe,"London, UK",1762145,4,PhD,Internship,"Photoshop, AWS",03-11-2020,Upwork,Remote,4.4,10,103,10,1,9,0,73,76,-3,"HR Policies, Machine Learning",8,76,Salary,4.1,15,"WFH, Insurance",Yes,86,14,116884,42,Medium,5,6
PFI-MEC-5205,Mechanical Engineer,Retail,Pfizer,"Berlin, Germany",1987707,3,B.Tech,Contract,"Power BI, SQL",05-02-2014,Upwork,Remote,4.8,6,456,3,0,3,0,63,88,-25,"Java, HR Policies",11,88,Work-life balance,2.9,16,"WFH, Insurance",Yes,77,23,124822,35,Medium,3,5
NIK-CYB-5886,Cybersecurity Analyst,IT,Nike,"London, UK",1575556,2,M.Tech,Internship,"AWS, Python",17-06-2020,Indeed,Onsite,3.9,7,392,1,1,0,0,88,77,11,"HR Policies, SEO",14,81,Growth,4.7,13,"Bonuses, Perks",No,76,24,128804,38,Medium,1,4
AMA-MEC-1590,Mechanical Engineer,Healthcare,Amazon,"Berlin, Germany",1518373,13,M.Tech,Full-Time,"React, Machine Learning",09-07-2017,Glassdoor,Remote,4.8,10,51,8,3,5,0,92,79,13,"Machine Learning, React",15,73,Salary,4.3,20,"Bonuses, Perks",Yes,88,12,75734,42,High,1,3
SAM-MAR-8362,Marketing Manager,Design,Samsung,"Berlin, Germany",,7,M.Sc,Part-time,"SQL, AWS",12-11-2023,Indeed,Remote,3.2,7,288,5,0,5,0,82,58,24,"SQL, SEO",9,72,Salary,4.2,14,"WFH, Insurance",Yes,75,25,132455,35,Low,3,5
PFI-HR -4011,HR Manager,Retail,Pfizer,"Dubai, UAE",1215004,8,B.Com,Internship,"React, Power BI",14-04-2019,Upwork,Hybrid,4.5,1,493,1,1,0,0,64,63,1,"SQL, Python",6,95,Growth,4.3,18,"WFH, Insurance",Yes,79,21,249834,36,Low,1,10
SAM-DAT-4889,Data Scientist,Retail,Samsung,"Bangalore, India",1176795,10,Diploma,Internship,"Power BI, Photoshop",28-07-2017,Indeed,Remote,3.3,3,488,1,1,0,0,90,58,32,"Power BI, Photoshop",5,74,Culture,5.9,12,"WFH, Insurance",No,83,17,174345,40,High,3,4
ADO-HR -7808,HR Manager,Design,Adobe,"Berlin, Germany",1316355,9,MBA,Contract,"Power BI, Machine Learning",06-01-2022,Upwork,Onsite,4.5,9,202,5,1,4,0,67,77,-10,"Java, HR Policies",13,94,Growth,4.7,19,"Bonuses, Perks",Yes,83,17,230608,35,High,4,11
TCS-DAT-8943,Data Analyst,HR,TCS,"Singapore, Singapore",2494266,1,Diploma,Full-Time,"Photoshop, SQL",04-08-2017,Indeed,Hybrid,3.7,1,113,1,1,0,0,73,80,-7,"SQL, Python",11,84,Job Security,2.7,12,"WFH, Insurance",No,75,25,208420,37,Low,2,3
PFI-GRA-3605,Graphic Designer,HR,Pfizer,"Mumbai, India",2788618,7,M.Com,Full-Time,"Power BI, Python",10-02-2019,Indeed,Remote,4.7,4,72,3,1,2,0,71,83,-12,"Photoshop, HR Policies",13,75,Work-life balance,4.5,17,"WFH, Insurance",Yes,85,15,53641,41,Low,3,8
NIK-CYB-3398,Cybersecurity Analyst,IT,Nike,"Toronto, Canada",561758,2,B.Tech,Part-time,"AWS, Python",21-07-2022,LinkedIn,Remote,4,3,302,1,1,0,0,88,74,14,"AWS, SEO",15,72,Culture,5.9,13,"WFH, Insurance",No,88,12,169248,39,Low,1,4
ADO-MAR-9602,Marketing Manager,Finance,Adobe,"Singapore, Singapore",2284022,3,Diploma,Contract,"Machine Learning, React",23-07-2024,Glassdoor,Onsite,3.5,6,264,2,0,2,0,86,74,12,"SEO, Machine Learning",13,89,Salary,3.1,17,"WFH, Insurance",Yes,82,18,238425,39,High,2,5
MIC-FIN-4006,Finance Consultant,Marketing,Microsoft,"London, UK",2976928,6,M.Sc,Full-Time,"SQL, AWS",25-09-2024,Upwork,Onsite,3.4,5,301,2,0,2,0,90,78,12,"Java, SQL",13,93,Work-life balance,2.5,19,"Bonuses, Perks",Yes,75,25,79443,40,Medium,1,2
AMA-BIO-5549,Biotech Researcher,Marketing,Amazon,"Dubai, UAE",2641194,10,BBA,Part-time,"AWS, Java",01-02-2014,Shine,Remote,4,1,327,1,1,0,0,76,79,-3,"HR Policies, Java",7,80,Work-life balance,2.1,11,"WFH, Insurance",No,80,20,242218,40,High,4,12
AMA-HR -9599,HR Manager,Finance,Amazon,"Berlin, Germany",2018034,15,B.Com,Full-Time,"Photoshop, SEO",03-05-2018,Naukri,Remote,4,2,298,2,0,2,0,77,62,15,"Python, AWS",8,81,Work-life balance,3.8,20,"WFH, Insurance",Yes,79,21,137154,39,High,3,16
GOO-MAR-5245,Marketing Manager,Biotechnology,Google,"Bangalore, India",515932,9,B.Sc,Part-time,"SEO, HR Policies",26-09-2023,Naukri,Onsite,4.4,2,437,1,0,1,0,85,58,27,"Photoshop, SQL",12,81,Salary,4.8,18,"Bonuses, Perks",No,80,20,106495,36,High,4,11
MIC-DAT-5946,Data Analyst,Design,Microsoft,"Toronto, Canada",532358,12,PhD,Contract,"Python, HR Policies",26-04-2016,Glassdoor,Remote,4.7,6,171,4,2,2,0,60,71,,"SEO, AWS",13,85,Job Security,5.3,12,"Bonuses, Perks",Yes,88,12,110895,45,Low,3,14
ADO-DAT-8352,Data Scientist,Finance,Adobe,"Mumbai, India",786193,3,PhD,Part-time,"Photoshop, Java",23-07-2023,Shine,Remote,3.6,6,430,3,0,3,0,75,59,16,"React, Photoshop",15,80,Culture,5.5,11,"WFH, Insurance",Yes,90,10,160482,38,Medium,3,5
PFI-CYB-7954,Cybersecurity Analyst,Education,Pfizer,"Singapore, Singapore",646930,0,B.Com,Contract,"Machine Learning, SQL",03-08-2015,LinkedIn,Remote,3.1,6,219,1,1,0,0,67,90,-23,"Python, Java",6,88,Work-life balance,5.8,19,"WFH, Insurance",No,76,24,127502,37,Low,4,2
TES-GRA-3157,Graphic Designer,Retail,Tesla,"Toronto, Canada",746819,0,B.Tech,Part-time,"AWS, Python",22-03-2018,Upwork,Onsite,4.4,5,358,1,0,1,0,89,82,7,"Photoshop, AWS",15,84,Work-life balance,4.6,12,"Bonuses, Perks",Yes,80,20,118848,35,Low,3,2
ADO-CYB-9330,Cybersecurity Analyst,Biotechnology,Adobe,"London, UK",531563,1,B.Com,Part-time,"Python, Power BI",11-08-2021,Indeed,Hybrid,3.5,1,498,1,1,0,0,75,65,10,"Photoshop, HR Policies",12,89,Culture,3.8,17,"WFH, Insurance",No,89,11,165387,37,Low,3,3
GOO-MAR-1424,Marketing Manager,Biotechnology,Google,"Paris, France",1573108,2,BBA,Contract,"Java, SQL",28-03-2017,LinkedIn,Onsite,3.6,6,140,5,4,1,0,89,56,33,"Machine Learning, SEO",14,74,Growth,5,19,"WFH, Insurance",Yes,89,11,122337,44,High,1,4
AMA-FIN-3354,Finance Consultant,IT,Amazon,"Berlin, Germany",2467429,13,M.Tech,Part-time,"Photoshop, SEO",18-05-2015,Glassdoor,Hybrid,5,1,456,1,0,1,0,69,85,-16,"SQL, React",12,94,Job Security,5.4,15,"WFH, Insurance",Yes,86,14,164324,42,High,1,15
AMA-SOF-4620,Software Engineer,HR,Amazon,"Sydney, Australia",2999195,14,MBA,Full-Time,"SEO, Python",11-02-2019,Indeed,Remote,4.4,3,408,3,0,3,0,91,85,6,"SEO, Photoshop",8,89,Job Security,3.3,18,"WFH, Insurance",Yes,82,18,227613,45,Low,5,15
NIK-DAT-6727,Data Scientist,IT,Nike,"Toronto, Canada",2594536,0,B.Com,Contract,"React, Photoshop",04-04-2018,Shine,Onsite,4.2,1,340,1,1,0,0,79,79,0,"SEO, SQL",13,93,Growth,2.4,13,"Bonuses, Perks",Yes,75,25,228862,37,Medium,4,2
DEL-GRA-5111,Graphic Designer,Manufacturing,Deloitte,"Singapore, Singapore",2771271,4,Diploma,Contract,"Python, Java",11-08-2024,Upwork,Hybrid,4.9,7,338,5,3,2,0,65,85,-20,"SQL, Python",7,82,Growth,5.8,19,"Bonuses, Perks",No,75,25,243245,35,High,4,5
ADO-HR -8595,HR Manager,Education,Adobe,"London, UK",1207454,1,B.Tech,Contract,"SQL, React",27-02-2016,Glassdoor,Remote,4.5,8,347,6,0,6,0,67,87,-20,"Python, Java",9,73,Growth,5.9,18,"Bonuses, Perks",No,87,13,184988,38,Low,3,3
AMA-MAR-2153,Marketing Manager,Retail,Amazon,"Berlin, Germany",2998362,8,M.Com,Part-time,"HR Policies, Python",26-02-2017,LinkedIn,Hybrid,4.7,7,293,7,5,2,0,73,70,3,"AWS, SQL",8,95,Salary,5.3,14,"Bonuses, Perks",No,82,18,231434,38,Low,3,10
DEL-GRA-4292,Graphic Designer,IT,Deloitte,"Bangalore, India",1840111,15,MBA,Full-Time,"Power BI, SQL",12-05-2016,Shine,Hybrid,3.7,9,208,4,1,3,0,67,80,-13,"Java, SQL",7,95,Job Security,2.1,16,"WFH, Insurance",No,75,25,92594,36,High,2,10
PFI-FIN-9190,Finance Consultant,Marketing,Pfizer,"Paris, France",1239334,13,Diploma,Part-time,"Machine Learning, SEO",03-08-2023,Naukri,Onsite,4.9,9,167,7,4,3,0,91,87,4,"HR Policies, Java",12,80,Job Security,2.9,13,"Bonuses, Perks",Yes,76,24,57294,36,Low,1,12
AMA-DAT-8248,Data Scientist,Marketing,Amazon,"Singapore, Singapore",2564280,10,B.Com,Contract,"SQL, SEO",20-04-2019,LinkedIn,Remote,4.8,7,128,4,1,3,0,79,64,15,"SEO, SQL",14,77,Work-life balance,3.5,20,"WFH, Insurance",No,88,12,74692,39,Medium,1,12
TCS-MAR-9065,Marketing Manager,HR,TCS,"Paris, France",1785505,1,Diploma,Contract,"Machine Learning, Java",05-09-2016,Indeed,Hybrid,3.2,2,158,2,0,2,0,94,70,24,"SEO, Machine Learning",14,95,Culture,5.5,17,"Bonuses, Perks",Yes,77,23,200505,40,High,2,3
GOO-HR -9701,HR Manager,IT,Google,"Berlin, Germany",2242194,9,M.Tech,Contract,"SQL, Photoshop",28-10-2024,Glassdoor,Hybrid,3.3,7,258,4,2,2,0,63,79,-16,"SEO, Python",15,93,Job Security,3.9,10,"Bonuses, Perks",Yes,88,12,92272,36,Low,5,11
DEL-MEC-3704,Mechanical Engineer,Healthcare,Deloitte,"Berlin, Germany",2079448,3,M.Tech,Contract,"Python, Machine Learning",10-06-2017,Shine,Remote,3.3,3,71,3,0,3,0,69,88,-19,"Machine Learning, HR Policies",10,80,Culture,2.5,16,"Bonuses, Perks",Yes,82,18,159270,40,High,3,4
DEL-SOF-1726,Software Engineer,Marketing,Deloitte,"Toronto, Canada",1721660,10,Diploma,Full-Time,"Java, Power BI",26-08-2019,Shine,Remote,3.5,7,287,6,4,2,0,90,74,16,"Photoshop, React",12,92,Culture,5.7,12,"WFH, Insurance",No,79,21,119852,42,High,3,4
GOO-MEC-9399,Mechanical Engineer,Design,Google,"Berlin, Germany",2646286,9,B.Sc,Part-time,"Power BI, HR Policies",02-02-2015,Indeed,Onsite,4.8,8,408,8,6,2,0,89,85,4,"Java, Photoshop",11,75,Culture,2,16,"WFH, Insurance",No,89,11,211728,37,Medium,1,10
TES-MEC-9707,Mechanical Engineer,Marketing,Tesla,"Mumbai, India",2156823,8,PhD,Contract,"React, Python",02-01-2018,Upwork,Remote,4.1,2,186,2,0,2,0,82,77,5,"Photoshop, Power BI",6,74,Work-life balance,3.7,18,"WFH, Insurance",No,81,19,51419,42,Medium,4,10
DEL-BIO-6600,Biotech Researcher,Retail,Deloitte,"Mumbai, India",1548172,1,BBA,Contract,"HR Policies, Power BI",26-05-2015,LinkedIn,Onsite,4.2,6,347,2,1,1,0,90,77,13,"SQL, Java",8,82,Growth,3.4,17,"Bonuses, Perks",No,88,12,59572,37,Medium,3,3
MIC-MEC-1566,Mechanical Engineer,Healthcare,Microsoft,"Paris, France",2880228,2,Diploma,Contract,"Java, Python",22-08-2022,Upwork,Remote,3.2,7,60,1,0,1,0,69,77,-8,"Power BI, Java",14,92,Job Security,2,18,"Bonuses, Perks",Yes,84,16,232198,42,High,2,4
NIK-DAT-2931,Data Scientist,Retail,Nike,"London, UK",1842607,9,BBA,Part-time,"Photoshop, Java",10-04-2014,Shine,Hybrid,4.3,9,328,5,4,1,0,84,83,1,"React, SQL",13,85,Growth,5.6,17,"WFH, Insurance",Yes,82,18,180124,37,High,2,11
GOO-MEC-3344,Mechanical Engineer,Healthcare,Google,"London, UK",1203178,7,BBA,Part-time,"HR Policies, Power BI",20-05-2022,Indeed,Onsite,4,3,153,2,1,1,0,81,69,12,"Power BI, Java",7,84,Job Security,2.9,18,"Bonuses, Perks",No,90,10,135598,35,Medium,1,9
SAM-DAT-1583,Data Scientist,Manufacturing,Samsung,"Singapore, Singapore",2403684,13,B.Tech,Contract,"HR Policies, Python",12-07-2019,Shine,Hybrid,3.4,10,200,5,1,4,0,93,62,31,"Python, Photoshop",6,92,Work-life balance,2.5,11,"Bonuses, Perks",No,85,15,141634,44,Medium,4,10
PFI-HR -1214,HR Manager,Education,Pfizer,"Mumbai, India",831581,15,B.Sc,Contract,"Power BI, Photoshop",06-04-2014,Glassdoor,Remote,3.7,8,124,6,0,6,0,69,89,-20,"Machine Learning, Photoshop",8,74,Job Security,4.7,14,"Bonuses, Perks",Yes,80,20,116612,42,Medium,5,12
GOO-DAT-4520,Data Analyst,Manufacturing,Google,"Bangalore, India",2931607,1,Diploma,Full-Time,"Photoshop, SEO",28-02-2016,Naukri,Onsite,3.1,10,498,3,2,1,0,85,61,24,"Python, React",9,87,Work-life balance,2.1,12,"Bonuses, Perks",No,85,15,51190,41,Low,5,3
ADO-HR -5916,HR Manager,Biotechnology,Adobe,"New York, USA",2757719,13,B.Sc,Part-time,"Machine Learning, Photoshop",05-06-2021,Shine,Hybrid,3.2,2,342,2,2,0,0,88,77,11,"SEO, React",10,90,Job Security,4.5,12,"WFH, Insurance",Yes,90,10,50856,42,Low,3,15
TCS-BIO-7348,Biotech Researcher,Biotechnology,TCS,"Mumbai, India",880793,9,B.Com,Internship,"Machine Learning, Photoshop",28-12-2016,Naukri,Hybrid,3.3,2,201,1,0,1,0,61,57,4,"SEO, Photoshop",12,94,Job Security,4.2,12,"WFH, Insurance",Yes,83,17,121618,38,High,1,1
DEL-MAR-1639,Marketing Manager,Retail,Deloitte,"Bangalore, India",2356931,12,M.Tech,Part-time,"Machine Learning, Java",15-09-2017,LinkedIn,Onsite,3.7,7,176,3,3,0,0,71,85,-14,"SEO, Python",14,78,Salary,3.4,14,"Bonuses, Perks",Yes,81,19,244919,41,Medium,3,3
AMA-DAT-5228,Data Scientist,Design,Amazon,"London, UK",881438,8,B.Sc,Internship,"AWS, React",07-02-2016,LinkedIn,Hybrid,4.2,3,137,2,0,2,0,60,61,-1,"AWS, Photoshop",13,74,Work-life balance,3.7,11,"Bonuses, Perks",Yes,83,17,211620,42,Low,1,10
PFI-MEC-1644,Mechanical Engineer,Education,Pfizer,"Bangalore, India",1810858,9,B.Sc,Part-time,"SQL, Power BI",23-11-2014,Naukri,Remote,4.3,7,443,2,2,0,0,94,85,9,"React, SEO",13,85,Job Security,4.1,15,"WFH, Insurance",No,84,16,69256,44,High,4,5
DEL-MAR-5219,Marketing Manager,HR,Deloitte,"London, UK",2691340,13,B.Tech,Internship,"HR Policies, AWS",03-09-2018,Indeed,Hybrid,3.1,9,108,9,2,7,0,61,61,0,"Python, HR Policies",10,81,Salary,4.6,18,"WFH, Insurance",No,90,10,111928,45,Medium,5,15
TES-DAT-9807,Data Analyst,Design,Tesla,"London, UK",879199,14,BBA,Part-time,"SEO, Python",26-03-2017,Naukri,Remote,4.7,5,499,3,1,2,0,92,80,12,"SQL, Photoshop",8,93,Job Security,5,16,"WFH, Insurance",No,76,24,141960,44,High,4,12
TCS-DAT-9326,Data Analyst,Finance,TCS,"Bangalore, India",1560014,8,M.Tech,Contract,"Power BI, AWS",24-05-2022,Naukri,Onsite,4.4,9,472,6,5,1,0,84,87,-3,"React, Power BI",10,75,Culture,2,20,"WFH, Insurance",No,90,10,76071,35,Low,1,10
MIC-MAR-1290,Marketing Manager,Design,Microsoft,"Dubai, UAE",1753481,1,B.Tech,Internship,"Python, Java",07-02-2022,Naukri,Onsite,3.8,3,309,3,2,1,0,94,72,22,"SQL, Power BI",15,76,Job Security,5.7,12,"WFH, Insurance",Yes,79,21,245272,36,Low,3,3
TES-HR -2179,HR Manager,Healthcare,Tesla,"Toronto, Canada",2695851,3,B.Sc,Full-Time,"React, HR Policies",01-05-2019,Glassdoor,Hybrid,4.8,4,377,1,1,0,0,75,69,6,"Photoshop, AWS",9,71,Culture,2.9,12,"WFH, Insurance",No,84,16,165112,40,Low,2,5
MIC-MAR-2633,Marketing Manager,Marketing,Microsoft,"New York, USA",596785,3,M.Sc,Full-Time,"AWS, Power BI",17-06-2015,Glassdoor,Hybrid,4.8,3,197,2,1,1,0,76,89,-13,"Python, SEO",8,90,Work-life balance,4.8,12,"Bonuses, Perks",Yes,89,11,108970,38,Low,4,5
DEL-MAR-2876,Marketing Manager,Finance,Deloitte,"Singapore, Singapore",2461883,0,BBA,Part-time,"Power BI, Java",05-06-2022,LinkedIn,Onsite,4,8,465,4,1,3,0,68,62,6,"Photoshop, HR Policies",5,72,Job Security,4.1,17,"WFH, Insurance",Yes,84,16,162403,42,Low,1,2
GOO-MAR-5982,Marketing Manager,Retail,Google,"Mumbai, India",2310431,9,M.Sc,Full-Time,"Photoshop, HR Policies",10-06-2019,Indeed,Remote,3,8,221,1,0,1,0,93,88,5,"SQL, Python",5,79,Work-life balance,2.7,16,"Bonuses, Perks",No,78,22,117411,38,High,5,6
PFI-DAT-4950,Data Scientist,Finance,Pfizer,"Berlin, Germany",2827992,15,M.Com,Part-time,"HR Policies, React",19-03-2016,Indeed,Onsite,4.8,9,440,8,5,3,0,95,70,25,"Python, Java",6,91,Culture,4.9,15,"Bonuses, Perks",No,87,13,52545,36,High,1,2
GOO-FIN-2524,Finance Consultant,Manufacturing,Google,"Mumbai, India",2845068,15,MBA,Part-time,"SEO, Machine Learning",26-07-2023,LinkedIn,Hybrid,4.5,8,316,4,1,3,0,61,68,-7,"AWS, React",14,74,Salary,2.6,18,"Bonuses, Perks",Yes,75,25,104010,38,Low,3,14
AMA-CYB-6401,Cybersecurity Analyst,Finance,Amazon,"Bangalore, India",552274,7,M.Tech,Full-Time,"Photoshop, Machine Learning",06-05-2020,Glassdoor,Hybrid,3.3,6,96,3,1,2,0,60,55,5,"Machine Learning, HR Policies",8,85,Culture,4.6,19,"WFH, Insurance",Yes,76,24,133066,45,Low,5,9
SAM-CYB-9814,Cybersecurity Analyst,Biotechnology,Samsung,"Paris, France",1698340,4,PhD,Contract,"SEO, React",26-09-2020,LinkedIn,Onsite,4.8,6,300,5,3,2,0,74,76,-2,"AWS, SQL",6,94,Culture,3.7,10,"WFH, Insurance",Yes,88,12,165772,36,Low,2,6
MIC-MAR-1959,Marketing Manager,Manufacturing,Microsoft,"Berlin, Germany",1885457,3,B.Com,Internship,"React, SEO",25-03-2020,LinkedIn,Remote,3.1,8,78,8,3,5,0,90,78,12,"SEO, Machine Learning",13,94,Job Security,2.4,14,"Bonuses, Perks",Yes,85,15,75038,38,High,3,1
TCS-MEC-9179,Mechanical Engineer,Healthcare,TCS,"Singapore, Singapore",1803035,11,M.Sc,Full-Time,"React, Photoshop",01-10-2015,Upwork,Onsite,4,5,471,4,0,4,0,82,89,-7,"React, Power BI",15,83,Growth,3.2,13,"Bonuses, Perks",Yes,76,24,54742,41,High,4,13
ADO-SOF-5352,Software Engineer,HR,Adobe,"Paris, France",1923587,7,M.Com,Internship,"SEO, HR Policies",01-04-2014,LinkedIn,Remote,4.8,8,92,5,2,3,0,74,58,16,"AWS, SEO",8,72,Job Security,5.2,10,"WFH, Insurance",No,84,16,117311,43,Low,2,7
GOO-DAT-5869,Data Analyst,Finance,Google,"Bangalore, India",1583898,2,B.Sc,Part-time,"Power BI, HR Policies",08-08-2014,Indeed,Hybrid,3.1,8,435,1,0,1,0,87,73,14,"Power BI, Machine Learning",11,93,Growth,4.7,20,"Bonuses, Perks",Yes,81,19,216325,37,Low,5,4
MIC-DAT-9769,Data Analyst,Retail,Microsoft,,1133090,3,B.Tech,Contract,"HR Policies, AWS",15-01-2018,Upwork,Onsite,4.6,1,296,1,1,0,0,89,77,12,"Power BI, HR Policies",13,71,Growth,5.5,18,"Bonuses, Perks",No,80,20,178590,45,Low,2,5
GOO-DAT-4857,Data Scientist,Biotechnology,Google,"Paris, France",1998061,9,B.Tech,Internship,"SQL, Power BI",22-03-2021,LinkedIn,Onsite,4.4,10,456,10,7,3,0,94,66,28,"HR Policies, SQL",11,87,Work-life balance,4.5,12,"Bonuses, Perks",Yes,78,22,114016,35,Medium,4,9
ADO-BIO-1793,Biotech Researcher,IT,Adobe,"Mumbai, India",858643,15,M.Com,Internship,"Java, React",13-12-2016,LinkedIn,Hybrid,3.7,2,214,1,1,0,0,84,84,0,"Power BI, AWS",12,83,Work-life balance,5,19,"WFH, Insurance",Yes,87,13,171266,41,Low,4,1
PFI-GRA-5264,Graphic Designer,Healthcare,Pfizer,"New York, USA",2050154,2,B.Com,Internship,"Java, AWS",09-02-2020,Upwork,Remote,4.5,8,52,1,0,1,0,79,82,-3,"Java, HR Policies",7,73,Work-life balance,4.6,11,"WFH, Insurance",Yes,80,20,224662,39,High,1,4
DEL-CYB-3958,Cybersecurity Analyst,HR,Deloitte,"Toronto, Canada",1104219,1,PhD,Internship,"Java, Power BI",28-11-2017,Indeed,Hybrid,3.6,7,163,4,0,4,0,92,66,26,"SQL, Power BI",5,71,Work-life balance,3,10,"WFH, Insurance",Yes,82,18,142672,39,Medium,3,3
MIC-GRA-2600,Graphic Designer,Marketing,Microsoft,"Berlin, Germany",1738792,14,MBA,Internship,"React, AWS",08-10-2023,Indeed,Remote,4.1,4,476,2,0,2,0,62,63,-1,"HR Policies, Machine Learning",7,89,Job Security,4.3,14,"Bonuses, Perks",No,88,12,50462,43,Medium,4,16
MIC-BIO-3042,Biotech Researcher,Education,Microsoft,"Bangalore, India",2558528,4,M.Com,Internship,"SEO, Java",24-06-2019,Shine,Remote,4.5,3,377,1,1,0,0,76,67,9,"SEO, Power BI",5,87,Culture,5.5,17,"Bonuses, Perks",No,79,21,201594,44,Low,5,6
PFI-BIO-1663,Biotech Researcher,Healthcare,Pfizer,"Berlin, Germany",1006350,6,B.Tech,Internship,"Machine Learning, AWS",28-08-2014,Naukri,Remote,3.3,9,59,2,1,1,0,71,81,-10,"SQL, Power BI",11,82,Work-life balance,5.8,16,"Bonuses, Perks",Yes,84,16,199958,44,High,3,8
TCS-GRA-8027,Graphic Designer,IT,TCS,"New York, USA",2457131,13,M.Sc,Full-Time,"Power BI, Java",20-09-2014,Naukri,Remote,3.6,3,489,2,1,1,0,78,82,-4,"React, Java",8,73,Culture,2.1,15,"WFH, Insurance",Yes,90,10,226412,42,Medium,5,15
PFI-DAT-2404,Data Analyst,HR,Pfizer,"Mumbai, India",1361759,6,M.Com,Full-Time,"Java, HR Policies",08-03-2015,Glassdoor,Onsite,4.3,1,403,1,0,1,0,62,85,-23,"Python, Photoshop",10,72,Salary,5.5,13,"WFH, Insurance",Yes,75,25,78672,37,Low,5,4
DEL-CYB-8725,Cybersecurity Analyst,Marketing,Deloitte,"Toronto, Canada",1172821,13,B.Tech,Contract,"Java, HR Policies",27-03-2022,Naukri,Hybrid,3.7,8,236,3,2,1,0,63,55,8,"Python, SQL",11,74,Job Security,5.6,16,"Bonuses, Perks",No,77,23,131470,39,Low,3,14
GOO-FIN-5491,Finance Consultant,Education,Google,"Dubai, UAE",629644,15,B.Tech,Contract,"HR Policies, SEO",06-10-2016,Glassdoor,Remote,4.6,9,451,2,2,0,0,87,85,2,"SEO, Photoshop",13,81,Growth,4.8,13,"WFH, Insurance",Yes,77,23,205293,42,Low,3,9
PFI-FIN-2355,Finance Consultant,Marketing,Pfizer,"Singapore, Singapore",778357,4,M.Tech,Internship,"Java, AWS",05-12-2015,Indeed,Hybrid,4.3,4,190,1,0,1,0,81,56,25,"AWS, React",10,91,Job Security,5,10,"Bonuses, Perks",Yes,75,25,90712,35,Low,4,6
SAM-SOF-8337,Software Engineer,Finance,Samsung,"London, UK",647126,4,M.Sc,Contract,"SEO, AWS",03-10-2021,LinkedIn,Remote,3.4,9,167,8,1,7,0,61,79,-18,"Machine Learning, Java",6,82,Growth,3,17,"WFH, Insurance",Yes,75,,89220,38,Low,2,5
GOO-MAR-6069,Marketing Manager,Retail,Google,"Mumbai, India",2049477,14,M.Tech,Contract,"Java, HR Policies",18-12-2017,Glassdoor,Onsite,4,3,259,2,1,1,0,80,83,-3,"AWS, HR Policies",9,74,Job Security,5.9,20,"Bonuses, Perks",Yes,83,17,154989,40,Medium,1,16
PFI-SOF-2276,Software Engineer,Biotechnology,Pfizer,"Toronto, Canada",1402284,4,PhD,Contract,"SEO, React",08-10-2017,Naukri,Remote,4.6,9,98,9,6,3,0,95,66,29,"Power BI, AWS",15,86,Salary,3.7,13,"Bonuses, Perks",Yes,89,11,73258,45,Low,2,6
TCS-FIN-8260,Finance Consultant,Manufacturing,TCS,"New York, USA",2781400,5,BBA,Part-time,"SQL, SEO",12-06-2021,LinkedIn,Remote,4.5,6,488,2,2,0,0,77,81,-4,"Power BI, Java",14,83,Growth,4.3,10,"WFH, Insurance",Yes,88,12,108180,41,Medium,3,7
